No;name;description;Bahan_Masakan;Bahan_Utama;Cara_Masak;Usia_Min;Usia_Max;Tekstur;Est_Harga;Kalori_(kkal);Protein_(g);Lemak_(g);Zat_Besi_(mg);Seng_(mg);Tag_Makanan;Potensi_Alergi;Image_URL
232;Tim Ayam Beras Merah;"MPASI tim ayam beras merah kaya akan protein, serat, zat besi, dan karbohidrat kompleks yang baik untuk mendukung energi, pertumbuhan, serta kesehatan pencernaan si kecil. Perpaduan ayam dan beras merah menjadikan menu ini bergizi, mengenyangkan, dan cocok sebagai pilihan sehat harian bunda.
";"1/2 sdm margarin

1 siung bawang putih

1 pasang hati rebus

100 g beras merah

400 ml kaldu ayam

25 wortel

1 kuning telur rebus

1/2 sdt garam

1/2 gula pasir";Nasi, Ayam;"Panaskan margarin, tumis bawang putih sampai harum. Masukkan hati ayam dan beras, aduk rata. Tuang air kaldu.

Tambahkan wortel dan kuning telur rebus, aduk sampai rata. masukkan kedalam wadah tahan panas. Kukus sampai matang.";12;24;Nasi Tim;10000;281,8;12,3;7,1;3,4;2,1;Peninggi Badan;Nasi, Kaldu Ayam, Telur;recipes/tim_ayam_beras_merah.jpg
233;Tim Beras Merah Labu Kuning;"MPASI tim beras merah labu kuning kaya akan serat, vitamin A, karbohidrat kompleks, dan antioksidan yang baik untuk mendukung energi, kesehatan pencernaan, serta pertumbuhan si kecil. Rasa manis alami labu kuning juga membuat menu ini lezat dan cocok menjadi pilihan sehat harian bunda.
";"60 g beras merah

400 ml air kaldu

50 g labu kuning

6 lembar daun seledri

1/3 sdt garam

1/2 butir telur rebus";Nasi, Labu Kuning, Telur;"Campur beras merah dengan air kaldu,dan labu kuning. Masak sambil aduk sesekali sampai beras setengah matang.

Masukkan irisan daun seledri dan garam. Masak lagi sampai matang. Campur dengan telur rebus yang sudah di cincang.";12;24;Nasi Tim;7500;140,4;4;2,2;3,1;2,6;Penambah Berat Badan;Beras Merah, Labu Kuning, Telur;recipes/tim_beras_merah_labu_kuning.jpg
234;Tim Brokoli Udang Cincang;"MPASI tim brokoli udang cincang kaya akan protein, omega-3, serat, vitamin, dan mineral yang baik untuk mendukung pertumbuhan, perkembangan otak, serta daya tahan tubuh si kecil. Perpaduan brokoli dan udang juga memberikan nutrisi lengkap dengan rasa gurih alami yang lezat untuk pilihan menu sehat bunda.
";"50 g beras

200 ml kaldu ayam

1/2 sdt garam

1/2 sdt gula pasir

50 g udang basah kupas

50 g brokoli

1/2 sdt margarin";Nasi, Udang, Ayam;"Masak beras dengan air kaldu, garam, dan gula pasir sampai matang, aduk rata. Masukkan daging cincang, kecilkan apinya.

Tambahkan brokoli, masak sampai empuk dan udang berubah warna. Tambahkan margarin, aduk sampai rata. Agkat.";12;24;Nasi Tim;9000;126;6,6;1,1;0,7;1,7;Gizi Seimbang;Nasi, Udang, Kaldu Ayam;recipes/tim_brokoli_udang_cincang.jpg
235;Tim Havermut;"MPASI tim havermut kaya akan serat, karbohidrat kompleks, vitamin, dan mineral yang baik untuk mendukung energi, kesehatan pencernaan, serta tumbuh kembang si kecil. Teksturnya yang lembut dan mengenyangkan membuat menu ini cocok menjadi pilihan sehat harian bunda.
";"50 g daging sapi giling

350 susu kedelai

125 g havermut

50 g daun bayam

1/2 sdt garam";Daging Sapi, Havermut;"Campur daging giling bersama susu kedelai, masak sambil aduk sampai daing matang.

Masukkan havermut dan irisan baya,. Tambahkan garam, lanjutkan memasak sambil aduk sampai susu kedelai mengering dan havermut matang.";12;24;Bubur Kasar;8000;381,7;36,3;22,4;3,4;2,7;Gizi Seimbang;Susu Kedelai, Daging Sapi, Havermut;recipes/tim_havermut.jpg
236;Nasi Tim Daging;Menu Nasi Tim Daging ini adalah pilihan tepat sebagai asupan padat gizi untuk si Kecil. Kandungan protein dari daging sapi has sangat krusial untuk mendukung pertumbuhan fisik dan mencegah anemia. Tekstur nasi tim yang lembut membantu bayi belajar mengunyah dengan aman, sementara campuran wortel memberikan asupan vitamin A yang baik untuk kesehatan mata.;"250 g beras, cuci  

3 sdm minyak untuk menumis  

200 g daging sapi has  

1 batang seledri  

100 g wortel, potong dadu  

1 buah bawang bombai (kecil), iris tipis  

3 siung bawang putih, iris tipis  

200 ml air  

� sdt garam  

� sdt bubuk lada  

2 sdm kecap manis  

1 sdm kecap asin  

Minyak untuk mengoles cetakan";Nasi, Daging Sapi;"Rebus daging bersama seledri sampai empuk, angkat. Potong daging kecil-kecil, sisihkan kaldunya.

Panaskan minyak, tumis bawang bombai dan bawang putih sampai harum. Masukkan daging, aduk sampai sedikit berair.

Tambahkan wortel dan beras, aduk sampai beras kekuningan. Beri air, garam, lada, kecap asin dan kecap manis. Masak sampai menjadi aronan. Angkat.

Siapkan mangkuk tahan panas, oles dengan minyak. Masukkan tumisan setinggi � bagian mangkuk, padatkan. Beri tumisan nasi di atasnya, sampai �/? tinggi mangkuk. Tuang 2 sendok sayur kaldu rebusan daging.

Kukus nasi tim selama 1 jam atau sampai matang, angkat. Sajikan bersama sisa kaldu daging.";12;24;Nasi Tim;15000;870,4;34,8;33,8;3,2;2,5;Penambah Berat Badan;Nasi, Daging Sapi;recipes/nasi_tim_daging.jpg
237;Nasi Tim Daging Cincang;Sebagai asupan Gizi Seimbang, menu Nasi Tim Daging Cincang ini sangat direkomendasikan untuk si Kecil guna mendukung aktivitas hariannya. Kandungan protein dari daging sapi giling dan serat dari bayam serta wortel menjadikannya hidangan lengkap yang membantu menjaga daya tahan tubuh dan mengoptimalkan fungsi pencernaan. Tekstur nasi timnya lembut, memudahkan bayi mengenal tekstur makanan padat dengan rasa gurih alami.;"1 sdm margarin  

1 siung bawang putih, cincang halus  

40 g daging sapi giling  

20 g wortel, potong kecil-kecil  

1 sdt garam  

80 g beras, kukus setengah matang  

200 ml air kaldu  

5 batang bayam, ambil daunnya, iris halus";Nasi, Daging Sapi;"Panaskan margarin, tumis bawang putih sampai harum. Masukkan daging giling, aduk hingga berubah warna. Tambahkan wortel, garam, dan beras, aduk rata.

Campur tumisan daging bersama irisan daun bayam. Bagi menjadi dua bagian, tempatkan dalam mangkuk aluminium.

Beri 100 ml kaldu pada masing-masing mangkuk.

Kukus selama 30 menit atau sampai matang, angkat.";12;24;Nasi Tim;12000;234,9;7,9;7,4;2,7;1,3;Penambah Berat Badan;Nasi, Daging Sapi, Margarin;recipes/nasi_tim_daging_cincang.jpg
238;Nasi Tim Soun Bunga Telur;menu Nasi Tim Soun Bunga Telur ini sangat direkomendasikan untuk si Kecil karena teksturnya yang unik dan kaya nutrisi. Perpaduan telur sebagai sumber protein berkualitas tinggi dan jamur kuping memberikan tekstur yang menarik untuk melatih kemampuan sensorik bayi saat makan. Hidangan ini ringan namun tetap mengenyangkan, cocok untuk menu harian yang sehat.;"1 sdm margarin

1 siung bawang putih, cincang

50 g beras, cuci

1 lembar jamur kuping segar, iris halus

250 ml air kaldu ayam

1 butir telur, kocok lepas

1 sdm soun (rendam air hangat), potong-potong

� sdt gula pasir";Nasi, Telur Ayam, Jamur Kuping;"Panaskan margarin, tumis bawang putih sampai harum. Masukkan beras dan jamur kuping, aduk rata. Tambahkan kaldu ayam, masak sampai beras mulai matang.

Masukkan telur kocok, aduk sampai telur matang. Beri soun dan gula pasir, aduk rata.

Lanjutkan memasak sampai beras matang dan kaldu terserap habis. Angkat.";12;24;Nasi Tim;7000;185;4,9;6,4;1,5;0,8;Gizi Seimbang;Nasi, Telur, Margarin, Kaldu Ayam;recipes/nasi_tim_soun_bunga_telur.jpg
239;Tim Ayam Bumbu Kecap;Sebagai asupan Gizi Seimbang, menu Tim Ayam Bumbu Kecap ini sangat cocok dijadikan MPASI untuk si Kecil. Perpaduan daging ayam yang kaya protein hewani dan tahu putih sebagai protein nabati menjadikannya hidangan yang sangat bernutrisi. Rasa gurih manis yang meresap alami ke dalam nasi membantu merangsang nafsu makan si Kecil sekaligus memberikan energi yang cukup untuk aktivitasnya.;"
� sdm margarin

1 siung bawang putih, haluskan

50 g daging dan kulit ayam rebus, potong kecil-kecil

60 g beras

350 ml kaldu ayam

� sdt lada bubuk

2 sdm kecap manis

? sdt garam

1 potong tahu putih, potong dadu kecil";;"Panaskan margarin, tumis bawang putih sampai harum. Masukkan irisan ayam rebus dan beras. Aduk sampai kuning dan harum.

Beri kaldu ayam, lada, kecap manis, dan garam, aduk rata. Angkat, pindahkan tumisan ke dalam mangkuk tahan panas. Kukus sampai nasi mulai matang. Tambahkan potongan tahu, aduk rata.

Lanjutkan mengukus sampai tim benar-benar matang. Angkat.";12;24;Nasi Tim;8000;216,6;11,4;7,6;0,8;0,2;Gizi Seimbang;Nasi, Tahu, Daging Sapi, Kulit Ayam;recipes/tim_ayam_bumbu_kecap.jpg
240;Tm Ayam Jagung Manis;Menu Tim Ayam Jagung Manis ini sangat cocok dijadikan MPASI untuk si Kecil. Penggunaan hati ayam sebagai sumber zat besi yang tinggi sangat krusial untuk mencegah anemia dan mendukung perkembangan otak bayi. Kombinasi jagung manis tidak hanya memberikan rasa manis alami yang disukai bayi, tetapi juga memberikan tekstur yang menarik untuk melatih kemampuan mengunyah.;"50 g beras

1 potong hati ayam, rebus

2 sdm minyak untuk menumis

1 siung bawang putih, cincang halus

300 ml kaldu ayam

� sdt garam

� sdt gula pasir

1 tongkol jagung manis, iris bulirnya, tumbuk kasar

50 ml kaldu (ekstra)";Nasi, Daging Ayam;"Cuci beras sampai bersih, sisihkan. Hancurkan hati ayam dengan garpu, sisihkan.

Panaskan minyak, tumis bawang putih sampai harum. Masukkan beras, hati ayam, kaldu, garam, dan gula pasir. Aduk rata. Masak sampai setengah matang. Angkat.

Tambahkan jagung manis, aduk kembali sampai rata. Siapkan mangkuk tahan panas, oles dengan minyak. Masukkan tumisan beras ke dalamnya, lalu beri 50 ml kaldu. Kukus selama 20 menit sampai kaldu terserap habis. Angkat.

Catatan Penting: Jagung tidak bisa dimasak lama. Kandungan tapioka di dalamnya akan membuat jagung keras bila dimasak lama. Masukkan jagung tumbuk pada tahap akhir.";12;24;Nasi Tim;10000;226,9;5,5;11,1;1,6;0,8;Penambah Berat Badan;Nasi, Jagung, Kaldu Ayam;recipes/tm_ayam_jagung_manis.jpg
241;Tim Jagung Ceker Ayam;Menu Tim Jagung Ceker Ayam ini sangat direkomendasikan untuk variasi MPASI si Kecil. Ceker ayam mengandung kolagen yang baik untuk pertumbuhan, serta memberikan rasa kaldu gurih alami yang dapat meningkatkan nafsu makan. Kombinasi sayuran seperti wortel dan tomat memberikan asupan vitamin dan antioksidan yang penting untuk menjaga daya tahan tubuh bayi.;"3 ceker ayam, potong-potong

1 L air untuk merebus ceker ayam

1 sdm margarin

2 siung bawang putih, cincang halus

30 g beras, kukus hingga setengah matang

1 tongkol jagung manis, tumbuk

� buah wortel, iris dadu kecil

1 tangkai daun bawang, iris halus

� butir tomat, cincang

� sdt gula pasir

� sdt garam";Nasi, Jagung, Ceker Ayam;"Rebus ceker ayam dengan air hingga daging terlepas dari tulangnya. Angkat, saring kaldunya.

Panaskan margarin, tumis bawang putih hingga harum. Masukkan daging ceker, aduk rata. Tambahkan beras aron, jagung, wortel, daun bawang, dan tuang kaldu ceker. Aduk kembali sampai rata.

Masak hingga bahan matang dan menjadi nasi lunak. Masukkan tomat, tambahkan garam dan gula pasir, aduk rata. Angkat.";12;24;Nasi Tim;9000;165;6,1;6,9;1,1;0,5;Gizi Seimbang;Nasi, Ceker Ayam, Margarin, Jagung;recipes/tim_jagung_ceker_ayam.jpg
242;Tim Nasi Semur Daging;Menu Tim Nasi Semur Daging ini sangat cocok dijadikan MPASI harian karena cita rasanya yang familiar dan lezat bagi bayi. Penggunaan daging sapi giling memastikan si Kecil mendapatkan asupan zat besi yang optimal untuk mencegah anemia dan mendukung kecerdasan otak. Ditambah dengan tahu putih sebagai sumber protein nabati, hidangan ini menjadi menu lengkap yang mendukung tumbuh kembang anak secara maksimal.;"1 sdm minyak goreng

1 siung bawang putih 

1.5 sdm daging giling

1 sdm kecap manis

� sdt garam

� sdt gula pasir

60 g beras, cuci bersih

300 ml air

1 potong tahu putih (kecil), cincang";Nasi, Daging Sapi;"Panaskan minyak, tumis bawang putih dan daging giling sampai berair. Beri kecap, garam, dan gula pasir.

Masukkan beras, aduk rata. Tambahkan air dan tahu putih. Masak sampai beras matang dan lunak. Angkat.

Tip: Tambahkan air panas bila nasi masih kurang lunak.";12;24;Nasi Tim;10000;85,3;4;7,3;0,6;0,3;Gizi Seimbang;Nasi, Daging Sapi, Tahu;recipes/tim_nasi_semur_daging.jpg
243;Tim Nasi Ubi Manis;Menu Tim Nasi Ubi Manis ini adalah pilihan variasi MPASI yang sangat baik karena kaya akan serat alami. Penggunaan ubi merah memberikan asupan beta-karoten (Vitamin A) yang penting untuk kesehatan mata dan daya tahan tubuh si Kecil. Teksturnya yang lembut dan rasa manis alami dari ubi biasanya sangat disukai bayi dan membantu melancarkan sistem pencernaannya.;"60 g beras

50 g ubi merah, potong dadu kecil-kecil

350 ml air kaldu

1 helai kacang panjang, iris tipis

? sdt garam

� sdt margarin";Nasi, Ubi Merah;"Satukan beras, ubi merah, dan air kaldu ayam. Tempatkan dalam mangkuk tahan panas, kukus sampai mulai matang.

Masukkan kacang panjang dan garam. Kukus kembali sampai beras dan ubi matang, serta kacang panjang empuk. Angkat.

Tambahkan margarin selagi tim masih panas. Aduk sampai margarin tercampur rata.

Tip: Ubi merah bisa diganti dengan ubi ungu atau ubi putih.";12;24;Nasi Tim;6000;144,8;2,6;0,9;1;0,4;Gizi Seimbang;Nasi, Ubi Merah;recipes/tim_nasi_ubi_manis.jpg
244;Tim Oat Ayam;Menu Tim Oat Ayam ini sangat direkomendasikan sebagai asupan Penambah Berat Badan untuk si Kecil. Dengan kandungan energi sebesar 454 kkal dan protein 17,6 gram per porsi, hidangan ini termasuk kategori high calorie yang efektif untuk mendukung kenaikan berat badan anak secara sehat. Penggunaan oat memberikan tekstur lembut yang kaya serat, sementara daging ceker memberikan asupan kolagen dan lemak tambahan untuk energi harian.;"2 potong ceker ayam

� sdt butir jeruk nipis, ambil airnya

400 ml air

25 g bawang bombai, cincang halus

2 buah buncis, potong-potong

50 g bit, potong dadu kecil

75 g oat, pilih yang quick cooking";Oat, Ceker Ayam;"Cuci ceker ayam sampai bersih, lumuri dengan air jeruk nipis selama 15 menit. Bilas sampai bersih, sisihkan.

Rebus ceker ayam sampai daging terlepas dari tulangnya. Ambil daging ceker, cincang kasar. Saring kaldunya, sisihkan.

Panaskan kembali kaldu ceker, masukkan daging ceker, bawang bombai, buncis, bit, dan oat. Aduki sampai matang, angkat.

Info: Buncis merupakan sumber vitamin dan mineral yang baik untuk tubuh bayi. Pilihlah buncis yang muda agar mudah dicerna oleh bayi.";12;24;Bubur Kental;12000;454;17,6;14,5;2,9;1,9;Penambah Berat Badan;Tepung Gandum, Ceker Ayam;recipes/tim_oat_ayam.jpg
245;Tim Tahu Tuna;Menu Tim Tahu Tuna ini sangat baik untuk menunjang kesehatan saraf dan perkembangan otak si Kecil berkat kandungan Omega-3 dari ikan tuna. Kombinasi protein nabati dari tahu serta vitamin dari bayam, tomat, dan wortel menjadikannya hidangan lengkap yang padat nutrisi namun tetap ringan di perut. Penambahan keju parut memberikan rasa gurih alami yang dapat meningkatkan nafsu makan bayi pada masa MPASI.;"30 g beras, kukus setengah matang

40 g tahu putih, iris kecil

40 g daging ikan tuna

20 g wortel, parut

200 ml air

� sdt minyak wijen

� buah tomat, tanpa biji, iris kecil

2 batang bayam, petik daunnya, iris tipis

1 sdt keju parut

� sdt bubuk bawang putih";Nasi, Ikan Tuna;"Siapkan wadah tahan panas, isi dengan beras aron, tahu, daging ikan tuna, dan wortel. Beri air sampai bahan terendam.

Kukus sampai bahan matang dan air habis. Tambahkan sedikit air panas, masukkan tomat, bayam, keju parut, dan bubuk bawang putih.

Kukus kembali sampai menjadi nasi tim yang lembut.

Info: Memasak dengan cara tim mampu mempertahankan kandungan gizi dan vitamin pada wortel, tomat, dan bayam.";12;24;Nasi Tim;12000;129,2;6,3;2,8;1,3;0,9;Gizi Seimbang;Nasi, Ikan Tuna, Tahu;recipes/tim_tahu_tuna.jpg
246;Tim Udang Cah Jamur;Menu Tim Udang Cah Jamur ini menawarkan variasi rasa seafood yang lezat dan menggugah selera si Kecil. Udang merupakan sumber protein hewani yang kaya akan zink, sangat baik untuk mendukung sistem imun dan pertumbuhan sel anak. Tambahan jamur merang memberikan tekstur lembut serta aroma gurih alami yang membuat MPASI ini menjadi favorit di meja makan.;"75 g udang kupas

1 sdt air jeruk lemon

� sdt garam

1 sdm minyak goreng

� sdt minyak wijen

1 siung bawang putih, cincang

� cm jahe, memarkan

2-3 butir jamur merang, iris kecil-kecil

60 g beras, cuci bersih

1 sdt kecap ikan

1 sdt saus tiram

? sdt gula pasir

350 ml air kaldu ayam

� tangkai daun bawang, iris tipis bagian hijaunya";Nasi, Udang, Jamur Merang;"Cincang udang, aduk bersama air jeruk lemon dan garam. Sisihkan.

Panaskan minyak goreng dan minyak wijen, tumis bawang putih dan jahe sampai harum. Masukkan jamur merang, beras, dan udang.

Tambahkan kecap ikan, saus tiram, gula pasir, dan air kaldu ayam. Aduk rata. Masak sampai beras matang.

Tambahkan irisan daun bawang, aduk sampai daun bawang layu. Angkat.";12;24;Nasi Tim;15000;193,9;8,6;6,6;0,9;0,6;Gizi Seimbang;Nasi, Udang, Minyak Wijen, Jamur Merang, Kaldu Ayam;recipes/tim_udang_cah_jamur.jpg
247;Kentang Tumbuk;Menu Kentang Tumbuk ini sangat pas dijadikan pilihan Penambah Berat Badan untuk MPASI si Kecil. Kandungan lemak dari mentega tawar, keju cheddar, dan susu cair memberikan asupan kalori yang padat namun dalam porsi yang mudah dikonsumsi. Teksturnya yang sangat lembut (creamy) sangat disukai bayi dan menjadi alternatif karbohidrat yang mengenyangkan selain nasi untuk mendukung kejar tumbuh si Kecil.;"500 g kentang, kukus

100 ml susu cair

1 sdm mentega tawar

50 g keju cheddar, parut

� sdt bubuk lada

� sdt garam

� sdt peterseli cincang";Kentang;"Kupas kentang kukus, tumbuk/haluskan selagi panas.

Tambahkan mentega, sebagian keju parut, susu, lada, garam, dan peterseli cincang. Aduk sampai rata dan mentega meleleh.

Sajikan kentang tumbuk dengan taburan sisa keju.

Tip: Kentang sebaiknya dihancurkan selagi panas supaya hasil tidak elastis.";12;24;Bubur Halus;12000;203,7;8,1;5,6;1,2;0,7;Penambah Berat Badan;Susu, Keju, Kentang, Mentega;recipes/kentang_tumbuk.jpg
248;Tim Misoa Tahu Tempe;Menu Tim Misoa Tahu Tempe ini sangat efektif untuk meningkatkan massa tubuh si Kecil. Dengan kandungan energi 266.9 kkal dan protein 11.6 g, hidangan ini menawarkan kepadatan nutrisi yang sangat baik dari sumber protein nabati ganda (tahu dan tempe). Tekstur misoa yang lunak dan mudah hancur menjadikannya pilihan MPASI yang aman dan nyaman dikonsumsi bayi untuk memenuhi kebutuhan energi hariannya.;"100 g misoa

1 potong tahu putih kecil

50 g tempe

1 tangkai daun bawang

� sdt garam

� sdt gula pasir

150 ml kaldu daging

1 sdm minyak goreng";Tahu, Tempe;"Potong-potong misoa, rendam dengan air matang hangat sampai mengembang. Tiriskan.

Kukus tempe dan tahu sampai matang, haluskan. Sisihkan.

Campur daun bawang, garam, gula pasir, kaldu daging, dan minyak goreng. Tambahkan misoa, tempe, tahu, dan kaldu daging. Aduk rata.

Kukus selama 30 menit atau sampai matang. Angkat.

Info: Misoa adalah sejenis bihun yang terbuat dari terigu. Warnanya putih kekuningan seperti warna gandum. Sifatnya lunak dan mudah hancur.";12;24;Bubur Kental;6000;266,9;11,6;8,6;1,4;0,4;Penambah Berat Badan;Tahu, Tepung Terigu;recipes/tim_misoa_tahu_tempe.jpg
249;Tim Makaroni;Tim Makaroni ini sangat menarik sebagai variasi MPASI agar si Kecil tidak bosan dengan nasi. Kombinasi protein dari ayam, kuning telur, dan keju memberikan nutrisi lengkap untuk mendukung aktivitas harian. Tekstur makaroni yang lembut dipadukan dengan jagung dan brokoli membantu melatih bayi mengenal berbagai rasa dan warna sayuran sejak dini.;"� sdm margarin

1 sdt bawang bombai cincang

2 sdm daging ayam giling

20 gr wortel, parut

? tongkol jagung manis, iris kasar

2 kuntum brokoli, rendam air garam, tiriskan, cincang halus

50 g makaroni, rebus

� kuning telur rebus

1 sdm keju parut

250 ml air kaldu ayam";Makaroni, Daging Ayam;"Panaskan margarin, tumis bawang bombai sampai matang. Masukkan daging ayam giling, aduk sampai berubah warna. Tambahkan wortel, jagung manis, dan brokoli, aduk rata. Angkat.  

Campur tumisan dengan makaroni, kuning telur rebus, dan keju. Siapkan wadah tahan panas, oles margarin tipis-tipis.  

Tuang campuran makaroni ke dalam wadah tahan panas. Beri air kaldu sampai bahan terendam.

Kukus makaroni sampai matang. Sajikan hangat.";12;24;Pasta Lembut;10000;129,2;6,3;2,8;0,7;0,2;Gizi Seimbang;Tepung Terigu, Telur, Keju;recipes/tim_makaroni.jpg
